2.270000 -1.480248 0.004214 2.253527 0.618421 0.012108 0.272424
2.280000 -1.467692 0.049988 2.220927 0.608014 0.012851 0.265577
2.290000 -1.449760 0.223602 2.168232 0.589421 0.012667 0.235556
2.300000 -1.438728 0.099438 2.140773 0.583384 0.013390 0.249346
2.310000 -1.419756 0.288386 2.087739 0.554941 0.013499 0.204232
2.320000 -1.420004 0.082956 2.084431 0.564148 0.012637 0.240201
2.330000 -1.372248 0.112888 1.952778 0.518982 0.012841 0.217269
2.340000 -1.383912 0.127386 1.987624 0.532016 0.013224 0.220423
2.350000 -1.372528 0.143500 1.958536 0.518416 0.013527 0.211840
2.360000 -1.331812 0.183318 1.847806 0.476854 0.013301 0.187817
2.370000 -1.344276 0.128370 1.879764 0.492750 0.012941 0.200958
2.380000 -1.354500 0.093562 1.905344 0.505302 0.012477 0.208634
2.390000 -1.314140 0.023112 1.803992 0.462957 0.013485 0.193482
2.400000 -1.312196 0.238564 1.796373 0.469833 0.012937 0.172050
2.410000 -1.279292 0.018870 1.713984 0.432383 0.013326 0.179264
2.420000 -1.266084 0.064568 1.677264 0.416993 0.012686 0.170588
2.430000 -1.261868 0.000570 1.663413 0.420709 0.012041 0.173131
2.440000 -1.255140 0.171454 1.647509 0.415034 0.012116 0.158048
2.450000 -1.254244 0.012604 1.644877 0.421615 0.011953 0.172023
2.460000 -1.240100 0.045096 1.611155 0.402358 0.012114 0.162733
2.470000 -1.231872 0.005136 1.590307 0.398896 0.011932 0.161486
2.480000 -1.225604 0.008168 1.574965 0.392848 0.011846 0.158380
2.490000 -1.201104 0.134188 1.514190 0.366563 0.011538 0.139982
2.500000 -1.185540 0.018834 1.476324 0.360641 0.011331 0.144115
2.510000 -1.174392 0.061260 1.447052 0.342927 0.010771 0.135129
2.520000 -1.153468 0.038288 1.398659 0.322586 0.010735 0.127429
2.530000 -1.158644 0.031188 1.409849 0.336446 0.010529 0.132598
2.540000 -1.123560 0.027456 1.329856 0.301343 0.010458 0.118342
2.550000 -1.135216 0.081576 1.356204 0.317560 0.010379 0.121924
2.560000 -1.129360 0.170266 1.343012 0.312635 0.010309 0.110799
2.570000 -1.116864 0.028800 1.313564 0.305024 0.010020 0.118364
2.580000 -1.090472 0.008350 1.253872 0.277349 0.009726 0.107473
2.590000 -1.090580 0.019192 1.254933 0.282341 0.009775 0.108870
2.600000 -1.090640 0.018628 1.254583 0.284225 0.009628 0.109184
2.610000 -1.066152 0.040936 1.201105 0.257365 0.009457 0.097965
2.620000 -1.051216 0.027772 1.164255 0.246507 0.008624 0.093792
